iso3,Country,year,pop_mln,Country Total Emissions 2020 (MT),Country Total Emissions 2020 (tonnes),Country PCC Emissions 2020 (tonnes),gdp_blnUSDMER,gdp_blnUSDPPP,fossil_CO2_MtCO2,LULUCF_MtCO2,NonCO2_MtCO2e,vol_rdxn_MtCO2,allocation_MtCO2,responsibility_MtCO2,a1_dom_rdxn_MtCO2,net_import_MtCO2,capacity_blnUSDMER,rci,pop_mln_above_dl,pop_mln_above_lux,lux_emiss_MtCO2,lux_emiss_applied_MtCO2,kyoto_gap_MtCO2,lon,lat
LDC,LDCs,2020,1075.390564,1673.849106,1673849106,1.556503434,1086.507967,2231.298332,354.2189228,1502.031554,1319.630183,0,1659.081098,962.2915044,0,132.2090139,57.19551643,0.001301981,30.77987633,0.007154206,0.107861424,0,0,#N/A,#N/A
EU15,EU 15,2020,410.686084,3481.222967,3481222967,8.476603184,18045.85926,14766.20576,2836.053587,-231.3471958,645.1693802,0,1245.965707,89591.13702,0,1170.789904,14297.56658,0.197065354,406.5416783,128.5513007,588.3735063,0,37.29482093,#N/A,#N/A
EU13,EU 13,2020,103.8629366,946.9357292,946935729.2,9.117166914,1767.626079,2390.133116,737.4085242,-110.8630725,209.527205,0,687.7266182,14873.61718,0,50.70361987,1206.804116,0.022852464,96.26688443,2.024916332,14.07739319,0,2.782156956,#N/A,#N/A
EU28,EU 28,2020,514.5490206,4428.158696,4428158696,8.605902487,19813.48534,17156.33888,3573.462111,-342.2102683,854.6965852,0,1933.692325,104464.7542,0,1221.493524,15504.3707,0.219917817,502.8085627,130.576217,602.4508995,0,40.07697788,#N/A,#N/A
OECD_NA,OECD North America,2020,506.940084,8186.410111,8186410111,16.14867392,21997.98779,20240.49521,6628.245911,-768.0925213,1558.1642,0,4555.895549,194562.0193,0,843.7753857,18287.11159,0.320074404,433.7892332,144.6282006,2717.802737,0,735.5887451,#N/A,#N/A
OECD,OECD,2020,1320.270712,15825.79343,15825793430,11.98677914,53927.18777,47231.04587,12984.26848,-1326.149938,2841.524953,0,8187.267277,361398.6831,0,2591.326288,43300.88165,0.673429804,1211.040092,359.2929849,3922.984395,0,1060.52358,#N/A,#N/A
OECD_EUROPE,OECD Europe,2020,577.9092089,4807.510097,4807510097,8.318798218,21866.89169,18812.31248,3906.431195,-365.5511519,901.0789023,0,2115.199029,109324.8412,0,1333.353226,17078.72796,0.237360255,550.8087823,143.8378397,676.2285597,0,44.00300897,#N/A,#N/A
OECD_PACIFIC,OECD Pacific,2020,208.235222,2629.77142,2629771420,12.62885017,9441.240417,7551.03994,2294.767564,-136.5479933,335.0038557,0,1385.472668,54558.94048,0,432.4616934,7487.488444,0.109700202,206.6387214,67.89805245,499.7892589,0,280.9318256,#N/A,#N/A
EE_EURASIA,Eastern Europe and Eurasia,2020,411.6401225,4982.888069,4982888069,12.10496207,4235.565545,6020.795733,3214.628236,-854.1521552,1768.259833,0,4138.658901,62579.59036,0,-217.3664537,2508.054282,0.07442916,254.6993854,4.780111812,103.0892293,0,1.934376667,#N/A,#N/A
ASIA,Non-OECD Asia,2020,4009.7422,22441.90712,22441907120,5.596845383,20405.73268,33281.471,17388.34484,1340.509111,5053.56228,0,20501.66668,104575.9818,0,-2191.17199,9713.031474,0.171056001,1162.162506,33.42055945,1308.633613,0,0,#N/A,#N/A
AFRICA,Africa,2020,1349.135351,3092.275644,3092275644,2.29204256,2659.725061,4494.416538,1436.324912,1691.615886,1655.950732,0,2915.467754,12687.68655,0,-72.59526644,567.3660308,0.015587785,134.1708329,0.862518942,28.64035337,0,0,#N/A,#N/A
MIDDLE_EAST,Middle East,2020,263.423735,2948.684237,2948684237,11.19369231,3011.510982,3982.024161,2377.407723,28.10053538,571.2765144,0,2461.521874,30984.34107,0,-124.6795376,1963.159198,0.04294934,146.3444546,9.729571855,253.5315932,0,0.847780289,#N/A,#N/A
LATIN_AMERICA,Latin America,2020,659.085768,3464.969262,3464969262,5.25723575,6148.955894,7426.200861,1858.547771,1789.013877,1606.421491,0,2776.254256,39436.04836,0,84.35784745,3214.807571,0.060718678,300.679172,11.27377911,172.1101734,0,0,#N/A,#N/A
NON_OECD,Non-OECD,2020,6466.15905,35310.09936,35310099360,5.460753298,33203.63126,51011.77258,25044.45534,4099.412707,10265.64402,0,31605.90484,226450.2716,0,-2591.326243,15847.01974,0.326570196,1838.624836,53.31105288,1793.829586,0,0.8609699,#N/A,#N/A
ASEAN,ASEAN,2020,667.634926,2749.257936,2749257936,4.117906102,3218.177522,5027.877831,1643.460295,1525.735675,1105.797641,0,2520.052458,11828.944,0,245.8668287,1200.236892,0.020207275,196.9608813,2.87712069,44.38189099,0,0,#N/A,#N/A
CPA,Centrally Planned Asia,2020,1575.838974,15596.42262,15596422620,9.897218484,12921.65954,19441.31469,12651.42395,-281.7737579,2944.998671,0,14039.72345,85585.50542,0,-2447.762769,7623.76734,0.137242133,662.6706126,29.22216105,1252.156683,0,0,#N/A,#N/A
SSA,Sub Saharan Africa,2020,1147.940424,2194.823357,2194823357,1.911966258,1899.660723,3128.518131,826.5623605,1691.206187,1368.260996,0,2069.060964,9142.646625,0,-43.46391561,391.6940819,0.011087498,71.70280275,0.851228961,28.36002015,0,0,#N/A,#N/A
NAMER,USA and Canada,2020,373.070052,7455.909092,7455909092,19.98527904,20629.84912,18376.77656,6103.715693,-778.4575214,1352.193399,0,3989.691586,185262.3062,0,774.7463545,17509.33441,0.305589603,359.1116282,142.3204504,2686.259897,0,735.5887451,#N/A,#N/A
WEU,Western Europe,2020,510.815933,4122.090241,4122090241,8.069619553,20615.42569,17126.53778,3358.251121,-301.9370926,763.8391201,0,1625.267689,97830.22574,0,1317.554305,16196.49362,0.220125544,486.4623464,142.3725262,664.9146723,0,42.92960221,#N/A,#N/A
MAF,Middle East and Africa,2020,1612.559086,6040.959882,6040959882,3.74619444,5671.236043,8476.440699,3813.732636,1719.716422,2227.227246,0,5376.989628,43672.02763,0,-197.274804,2530.525229,0.058537125,280.5152875,10.5920908,282.1719466,0,0.847780289,-63.041,18.094
PAS,Other Pacific Asia,2020,633.381478,3343.96714,3343967140,5.279546776,5007.534509,6948.944816,2330.0596,1516.108929,1013.90754,0,2822.529692,27119.78031,0,447.2002941,2709.464321,0.045971109,253.335284,9.486811601,103.8503307,0,0,#N/A,#N/A
OECD90,OECD 1990 members,2020,1038.895341,13461.98735,13461987350,12.95798222,49175.53196,41102.34188,11093.7582,-1172.414776,2368.229152,0,6483.24426,325893.04,0,2313.237201,39992.34422,0.615261831,999.3836079,347.172652,3803.147234,0,1058.602393,#N/A,#N/A
MEA,Middle East and North Africa,2020,466.334403,3846.018428,3846018428,8.247340113,3768.101055,5347.438053,2985.88058,23.63073502,860.137848,0,3308.012844,34517.5558,0,-153.5117751,2137.91137,0.047431793,208.6418683,9.740711434,253.8111454,0,0.847780289,#N/A,#N/A
JPAUNZ,JPAUNZ,2020,156.728246,1895.433629,1895433629,12.09375896,7974.446228,5641.928322,1641.394039,-92.5479933,254.0395899,0,874.7421077,43012.6944,0,227.6053027,6317.192594,0.089986481,155.4625494,62.60302911,452.3841565,0,280.9318256,#N/A,#N/A
SAS,South Asia,2020,1852.028724,4235.855145,4235855145,2.287143331,3943.33282,8800.323111,3060.23481,62.17393938,1175.620335,0,4150.144101,3416.942167,0,14.24687616,550.0956614,0.00755648,297.3327815,0.006610139,0.031701553,0,0,#N/A,#N/A
,,,,,,,,,,,,,,,,,,,,,,,,,
<--- END DATA TABLE --->,,,,,,,,,,,,,,,,,,,,,,,,,
