iso3,country,year,pop_mln,TotalEmissions_MT,PCC,gdp_blnUSDMER,gdp_blnUSDPPP,fossil_CO2_MtCO2,LULUCF_MtCO2,NonCO2_MtCO2e,vol_rdxn_MtCO2,allocation_MtCO2,responsibility_MtCO2,a1_dom_rdxn_MtCO2,net_import_MtCO2,capacity_blnUSDMER,rci,pop_mln_above_dl,pop_mln_above_lux,lux_emiss_MtCO2,lux_emiss_applied_MtCO2,kyoto_gap_MtCO2
IND,India,2020,1383.197696,3438.5,2.5,3287.093262,7345.280046,2720.651001,0.90000089,717.858429,0,3360.754348,3084.841826,0,-78.06401563,500.5362373,0.006855064,274.0266977,0.000913369,0.007102859,0,0
IDN,Indonesia,2020,272.223008,1037.3,3.8,1278.832153,1680.939919,595.0851288,1482.00002,442.2192128,0,988.6511681,2265.542246,0,-28.28846289,279.4617337,0.004289374,71.85032004,0.042184983,0.368631216,0,0
IRN,Iran,2020,83.587136,1005.5,12,627.251709,1212.722345,802.973704,32.01099841,202.5064875,0,895.2250927,8126.350958,0,-19.44218359,332.222152,0.00972034,59.98040686,0.102678292,2.014357164,0,0
IRQ,Iraq,2020,41.502888,205.8,5,225.1973419,284.1240041,162.7449519,-1.868000011,43.05588341,0,192.5169337,774.1984754,0,-2.255528076,60.64289056,0.001171139,12.74230378,0.022978202,0.266587044,0,0
IRL,Ireland,2020,4.887992,64.5,13.2,379.2518005,297.5696053,42.24239699,4.424946388,22.26768748,0,18.78120241,1434.989038,0,28.46056641,332.5318359,0.004031562,4.885613267,3.313199601,26.78239123,0,0
ISR,Israel,2020,8.713559,89.9,10.3,325.5325012,296.3812344,72.21125031,-0.052270001,17.70949793,0,50.97052248,1510.553829,0,-24.83864063,254.2325525,0.00343394,8.441838382,1.927996897,15.3694458,0,0
ITA,Italy,2020,59.132076,427,7.2,2186.776367,1756.263294,347.4613698,-27.09415023,79.547472,0,161.6999613,11235.536,0,153.961625,1636.474683,0.023390233,57.98894891,12.37849897,54.57068237,0,0
JAM,Jamaica,2020,2.91316,9.7,3.3,15.1470108,20.87672159,7.864335537,0.798600023,1.826471726,0,8.297990096,96.76368342,0,1.770425293,4.789884249,0.000122794,0.918238975,0.003094238,0.030250171,0,0
JPN,Japan,2020,126.495648,1255.1,9.9,6286.866211,4482.709853,1181.741781,-71.37901052,73.38675054,0,490.3066536,29997.67498,0,244.4138906,4958.209049,0.067428433,125.4015882,48.28270115,284.1589896,0,178.9792706
JOR,Jordan,2020,10.208662,31.7,3.1,34.14290619,40.29283605,26.83124288,0,4.875660181,0,30.81819648,59.41428552,0,-3.611053955,3.290404369,7.84E-05,1.071823495,0.000185782,0.0016003,0,0
KAZ,Kazakhstan,2020,18.777138,308.9,16.5,212.2791748,255.484472,236.6329625,3.979480863,72.3095595,0,272.921981,2641.223014,0,-8.840950195,109.9130822,0.003175653,12.224948,0.193332185,4.825448618,0,0
KEN,Kenya,2020,53.491696,70.3,1.3,69.0612793,128.3702617,20.29432631,-30.34000079,49.99335384,0,67.18565468,187.9623469,0,11.07142773,13.43942179,0.000273482,3.333753168,0.010629303,0.238779954,0,0
KIR,Kiribati,2020,0.122439,0.1,0.8,0.211220205,0.307994374,0.067795061,-0.00564,0.032981415,0,0.099302408,0.073072788,0,0.155709061,0.008020978,1.30E-07,0.00399176,5.56E-08,2.16E-07,0,0
PRK,"Korea, Dem. Rep.",2020,25.840864,104.4,4,51.25200272,153.7560081,78.52592214,14.22999954,25.85162147,0,100.6852383,274.9068609,0,-20.57126953,10.84744325,0.000325522,6.390903195,3.01E-05,0.000518228,0,0
KOR,"Korea, Rep.",2020,51.506976,734.3,14.3,1466.794189,1909.111618,653.373525,-44,80.96426582,0,510.7305608,11546.24608,0,204.8563906,1170.295849,0.019713721,51.17617197,5.29502334,47.40510238,0,0
KWT,Kuwait,2020,4.302875,134.2,31.2,156.2253113,157.6925085,112.2510478,-0.028549999,21.93002542,0,98.43204472,2467.690927,0,-5.701057617,124.541784,0.003151715,4.137224147,0.90871312,24.8191325,0,0
KGZ,Kyrgyzstan,2020,6.301718,18.1,2.9,7.492030621,17.09748956,8.401148558,6.807100336,9.733430703,0,17.90580124,17.7419772,0,6.495074707,0.60082415,2.02E-05,0.340759761,6.48E-06,0.00015848,0,0
LAO,Laos,2020,7.164822,15.1,2.1,14.5505867,29.17995041,2.431956768,18.67000055,12.64482927,0,14.91068027,6.452168655,0,-1.148231934,1.083153557,1.46E-05,0.718141432,2.81E-07,1.81E-06,0,0
LVA,Latvia,2020,1.892993,12.1,6.4,33.26396179,40.16553929,7.701256752,-3.776605805,4.426338553,0,8.4021128,167.8887913,0,8.591265625,21.96134773,0.000328447,1.628254761,0.066487125,0.462601603,0,0
LBN,Lebanon,2020,6.019795,27.8,4.6,46.67523575,63.83547113,22.36024618,-0.017911,5.446150064,0,22.19005816,328.9456729,0,-2.204074463,25.47636556,0.000495149,2.273410225,0.094282953,1.929956758,0,0
LSO,Lesotho,2020,2.322217,5.5,2.4,3.507521868,4.891219653,2.812916497,-0.115180003,2.692773243,0,5.330025033,13.09354822,0,0.972930054,0.514606721,1.55E-05,0.112033618,0.000472732,0.015251304,0,0
LBR,Liberia,2020,5.103853,4.1,0.8,1.930499673,2.997256331,0.980049332,8.221000115,3.1073517,0,4.087024371,0.028446909,0,0.239971741,0.001066029,3.32E-08,0.000902635,2.32E-10,3.29E-09,0,0
LBY,Libya,2020,6.662173,141.9,21.3,42.35762405,56.76750375,111.7491722,0.0003997,30.18552939,0,130.8771221,1004.851736,0,-3.856830566,14.2163154,0.000974861,2.806355138,0.005407859,0.225916009,0,0
LIE,Liechtenstein,2020,0.038645,0.2,5.5,5.91032505,5.91032505,0.169542426,0.017981001,0.042274815,0,-0.385009544,6.00242702,0,0.353028046,5.62049241,5.26E-05,0.038640748,0.03370523,0.145030171,0,0.013189611
LTU,Lithuania,2020,2.852478,21.3,7.5,52.28587723,73.53137793,13.82349412,-6.354239066,7.442739646,0,14.13047951,369.3814786,0,9.077981445,37.25415049,0.000629104,2.697135293,0.084836482,0.549226693,0,0
LUX,Luxembourg,2020,0.603944,11.1,18.4,72.45774078,47.66269461,10.07032871,-0.433824003,1.058435808,0,2.00670062,293.8283649,0,10.38859668,65.57179032,0.000804222,0.603940564,0.56144803,6.551705199,0,2.536508469
MKD,Macedonia,2020,2.088034875,13.3,6.4,12.3169899,25.52443304,9.885720094,0.014794265,3.397869388,0,11.6738685,109.4080995,0,-2.78500415,5.779773579,0.000141917,1.294188207,0.001028519,0.013007745,0,0
MDG,Madagascar,2020,27.690798,41.3,1.5,12.70737648,26.22736926,3.763171077,28.09000031,37.5049909,0,41.19812542,6.207195296,0,1.3361698,0.105874549,6.17E-06,0.081077414,1.87E-07,5.31E-06,0,0
MWI,Malawi,2020,20.283692,12.5,0.6,10.63750648,24.81704081,1.695958475,5.543999871,10.76519299,0,12.44216784,1.62403852,0,1.340214844,0.034577771,1.67E-06,0.04107034,2.45E-10,1.65E-09,0,0
MYS,Malaysia,2020,32.869324,409.6,12.5,417.7543335,659.2946529,290.222379,-77,119.3757477,0,344.3202278,4087.106116,0,-41.97352344,269.5635284,0.005755048,27.17783903,0.450449974,7.584536208,0,0
MDV,Maldives,2020,0.458909,1.6,3.4,4.334672928,5.110015713,1.472320696,0.0008375,0.097530115,0,1.314297963,7.671491539,0,0.343412842,1.893332101,2.25E-05,0.258999882,0.002030068,0.010818871,0,0
MLI,Mali,2020,20.28418,43.3,2.1,16.26756477,25.3411246,1.776576787,7.387999773,41.53205585,0,43.16712005,13.93393413,0,2.096511719,0.073869052,1.25E-05,0.054794586,3.09E-08,5.54E-07,0,0
MLT,Malta,2020,0.434363,2.5,5.7,13.71208668,15.95961398,1.974340498,0.002378,0.509854396,0,0.913465823,54.34077328,0,3.606021484,10.91385563,0.000138479,0.43350235,0.053382134,0.154028553,0,0.847780289
MHL,Marshall Islands,2020,0.053251,0.2,3.7,0.19189766,0.19189766,0.130472478,0,0.069213903,0,0.195419352,0.275843862,0,0.181052048,0.016747088,3.76E-07,0.004635609,2.38E-06,2.52E-05,0,0
MRT,Mauritania,2020,4.783767,14.4,3,6.559411526,12.87614633,3.046904604,-0.50349999,11.32215373,0,14.20774684,14.09410864,0,0.760312012,0.264239894,1.42E-05,0.179073301,2.15E-07,3.40E-06,0,0
MUS,Mauritius,2020,1.274114,9.3,7.3,14.53198338,23.51573438,5.054000338,0.07167,4.240820328,0,7.735532106,73.23851144,0,2.437559326,8.893096482,0.00013747,1.064591484,0.007807778,0.068843218,0,0
MEX,Mexico,2020,133.870032,730.5,5.5,1368.138672,1863.71865,524.5302175,10.36500017,205.970801,0,566.203963,9299.713052,0,69.02903125,777.7771791,0.014484801,74.67760502,2.307750136,31.54283939,0,0
FSM,"Micronesia, Federated States of",2020,0.107774,0.2,1.6,0.31148085,0.347509792,0.121832704,-0.029299999,0.052947992,0,0.169381783,0.346854065,0,0.220296707,0.021406883,4.76E-07,0.007074434,1.35E-06,7.15E-06,0,0
MDA,Moldova,2020,4.017687,14,3.5,8.513575554,14.55626592,9.05807511,-0.97360002,4.917343418,0,13.65603587,23.47881122,0,3.250091553,0.968534417,2.82E-05,0.389102597,3.71E-05,0.000635697,0,0
MCO,Monaco,2020,0.039297,0.1,3.3,6.222342491,6.222342491,0.077019675,-4.60E-05,0.053080283,0,-0.468988081,3.184393754,0,-0.277828003,5.927619061,5.28E-05,0.039293408,0.034648306,0.090351408,0,0
MNG,Mongolia,2020,3.209404,42.8,13.3,13.86008453,22.30316228,21.5447491,26.90000057,21.26381397,0,41.67577011,88.90422861,0,-1.837605591,2.868831736,9.99E-05,1.074446599,1.82E-05,0.000399748,0,0
MNE,Montenegro,2020,0.629397,4.8,7.6,5.179691315,8.081526538,2.872091413,-0.260880018,1.933854918,0,4.146070668,45.52321972,0,-0.93380835,2.301559458,5.82E-05,0.4964696,4.55E-05,0.000284967,0,0
MAR,Morocco,2020,37.07072,122.4,3.3,134.3689575,203.1647698,65.60331535,-0.366299999,56.84569454,0,117.5375166,266.0976302,0,5.600922852,24.4489937,0.000433008,7.9096562,0.001375554,0.01234291,0,0
MOZ,Mozambique,2020,32.309196,47.1,1.5,18.48412323,39.67166424,11.99242584,35.80000083,35.12669086,0,47.03104814,6.130378425,0,5.313494629,0.301663554,7.76E-06,0.218216408,8.40E-07,1.95E-05,0,0
MMR,Myanmar,2020,54.808276,133.6,2.4,99.30758667,297.92276,18.01375675,97.3200016,115.6256682,0,130.9394837,126.9074534,0,9.329679688,15.38918641,0.000238033,11.35835343,3.09E-06,2.77E-05,0,0
NAM,Namibia,2020,2.696537,14.5,5.4,16.58160591,19.74795509,3.378740112,9.247999748,11.15128493,0,11.96942679,171.775692,0,2.7730271,9.421415755,0.000225748,0.563654149,0.046631062,2.320204498,0,0
NRU,Nauru,2020,0.011227,0,4,0.127802759,0.255605519,0.038420877,0,0.007014771,0,0.03297118,0.425042562,0,0.05265073,0.087228039,1.10E-06,0.009767705,0.000100868,0.000575064,0,0
NPL,Nepal,2020,30.260244,40.9,1.4,24.14323616,48.57302152,6.280091921,6.286000212,34.583546,0,40.64342137,15.48235949,0,5.396710449,0.738891794,1.94E-05,0.449813597,5.63E-06,9.29E-05,0,0
NLD,Netherlands,2020,17.518756,209.3,11.9,976.6231079,775.4225356,178.1502139,6.123678048,31.15709591,0,81.23341398,5213.486688,0,85.75065625,811.1435876,0.011291285,17.51535559,8.739707009,48.58542711,0,0
NZL,New Zealand,2020,4.83442,83.7,17.3,192.0984497,145.1710297,38.0405337,-27.36540794,45.64031315,0,54.5679149,1582.989453,0,8.691296875,144.3488949,0.002566662,4.71332525,1.198001706,13.44460507,0,15.42752616
NIC,Nicaragua,2020,6.416568,18.2,2.8,14.24719524,32.70327895,5.764533798,14.52515006,12.45435476,0,17.08882962,78.72185208,0,1.447378784,3.864843431,9.96E-05,1.203409124,0.001022699,0.021065451,0,0
NER,Niger,2020,24.074694,37.5,1.6,9.903124809,18.5409208,2.629363477,1.584000041,34.86793423,0,37.44879267,4.182579154,0,1.448405518,0.085029287,4.28E-06,0.05486176,6.19E-07,2.34E-05,0,0
NGA,Nigeria,2020,206.152704,256.6,1.2,487.5879211,838.0218607,97.16051928,184.9999949,159.4690463,0,243.7505847,660.4495584,0,-31.43503125,67.86501395,0.00113544,25.45589267,0.003592987,0.020458691,0,0
NIU,Niue,2020,0.001632,0,8.8,0.020403501,0.040807001,0.012574394,0.018150002,0.001816386,0,0.011906393,0.1138336,0,0,0.014456583,2.19E-07,0.001460434,2.05E-05,0.000242388,0,0
NOR,Norway,2020,5.449693,54.3,10,505.321228,277.4069094,44.40979767,-27.01060104,9.87648503,0,0.465720712,1296.326856,0,41.20690625,430.8736427,0.004744943,5.44645675,4.388967217,26.37449251,0,1.681561977
OMN,Oman,2020,5.1497,87.6,17,80.57305908,95.15246004,57.15482267,-0.004535,30.40206909,0,73.04568563,1008.757611,0,-6.032556152,49.84197052,0.001279341,4.124583541,0.135689973,2.774661551,0,0
PAK,Pakistan,2020,208.362336,488.9,2.3,283.6046448,671.0642202,204.87935,25.30000035,284.0586294,0,487.2441288,104.1859023,0,43.45095703,7.182625121,0.000149334,7.951415283,3.51E-09,2.70E-08,0,0
PLW,Palau,2020,0.022442,0.3,11.8,0.269058913,0.403025914,0.261963564,0,0.00175902,0,0.206847019,4.266051229,0,0.076668159,0.163928671,5.01E-06,0.017730176,0.000242986,0.003915491,0,0
PSE,Palestine,2020,5.322629,0,0,13.80404472,27.60808945,0,0,0,0,-0.273479329,4.875128583,0,-1.78281958,2.361654529,2.41E-05,1.025584374,3.45E-05,0,0,0
PAN,Panama,2020,4.28933,16.4,3.8,55.04105377,88.24401321,10.97067054,8.565999349,5.438273946,0,10.99010938,184.5327239,0,-0.262149384,37.94703434,0.000477737,2.837957304,0.150581444,1.489315511,0,0
PNG,Papua New Guinea,2020,8.755675,16.3,1.9,22.08891678,35.43302338,6.878035227,55.71000195,9.460991065,0,15.40577618,54.12208206,0,2.789855225,4.287447334,8.23E-05,1.146019312,0.00148437,0.016793569,0,0
PRY,Paraguay,2020,7.06633,43.3,6.1,30.75777054,50.32998392,6.678295056,136.7000008,36.63974126,0,39.37411201,291.9226431,0,3.589906006,11.75954873,0.000347705,2.007279441,0.014834219,0.443717318,0,0
PER,Peru,2020,33.31218,119.1,3.6,222.6424103,359.9126875,72.86705526,73.47000249,46.20790768,0,100.856768,848.3398808,0,8.689557617,104.6438294,0.001606157,16.02460987,0.12282261,1.222887952,0,0
PHL,Philippines,2020,109.7034,236.5,2.2,369.0718079,614.0204054,138.3961334,-15.38999844,98.11505636,0,220.3766965,722.0475883,0,31.5219043,95.61965015,0.001422454,24.00296502,0.03344654,0.317750486,0,0
POL,Poland,2020,37.942232,408.1,10.8,650.0649414,916.8340237,327.5074209,-34.73479684,80.5851771,0,306.5685648,6042.645944,0,-23.33301953,450.8211129,0.008950589,35.73150111,0.798564705,7.255820797,0,0
PRT,Portugal,2020,10.218413,69.8,6.8,250.1170044,253.6652598,52.29101404,-10.96661337,17.55051565,0,39.13218547,1431.840601,0,20.29062109,176.206462,0.002707405,9.324199722,0.873311223,5.412053611,0,0
QAT,Qatar,2020,2.791807,198.2,71,190.3874054,203.9567449,139.8541476,0,58.32733313,0,158.2550122,2440.405719,0,-4.092840088,170.8546225,0.003520008,2.782087054,1.448977194,80.16307871,0,0
ROU,Romania,2020,19.388362,127.5,6.6,234.1164093,339.1243536,86.77913221,-25.24178378,40.71583494,0,99.93400982,1479.556603,0,1.860453857,138.5701563,0.002429837,15.97456917,0.135644738,1.008405347,0,0
RUS,Russia,2020,143.786848,2636.9,18.3,1747.196289,2361.336053,1596.107005,-637.2335002,1040.793986,0,2158.711605,39228.11095,0,-180.0215,1040.110338,0.042158262,99.47670983,2.613854714,83.55259455,0,0
RWA,Rwanda,2020,13.087173,8.2,0.6,11.50941467,22.68914995,1.110717207,0.138799998,7.112952391,0,8.175398555,1.661854725,0,1.172909424,0.336217947,4.26E-06,0.210519761,1.62E-06,1.06E-05,0,0
KNA,Saint Kitts and Nevis,2020,0.056813,0.4,6.2,0.969798386,1.127909847,0.254721433,0.056200001,0.095828482,0,0.250330588,4.204999996,0,0.075274826,0.6221134,8.84E-06,0.046976069,0.001953449,0.013927122,0,0
LCA,Saint Lucia,2020,0.181203,0.5,3,1.569805145,2.214944742,0.452184965,0.126150002,0.085089504,0,0.410351634,5.79048321,0,0.207033051,0.741082958,1.12E-05,0.111125491,0.000566067,0.002744502,0,0
VCT,Saint Vincent and the Grenadines,2020,0.110757,0.4,3.4,0.814920783,1.307964484,0.224495672,0.100300002,0.152408159,0,0.304295736,3.807806567,0,0.1082005,0.374114224,6.40E-06,0.065940145,0.000173306,0.001059746,0,0
WSM,Samoa,2020,0.200117,0.5,2.2,0.79044342,0.959170788,0.210855971,-0.267974436,0.239322265,0,0.427349479,1.188736667,0,0.234680618,0.118478544,2.01E-06,0.032998199,1.49E-05,8.86E-05,0,0
SMR,San Marino,2020,0.033809,0.2,6.5,1.836244941,1.836244941,0.180463729,-0.001974,0.038370683,0,0.007578803,6.161912395,0,-0.220476807,1.583236267,1.86E-05,0.033445315,0.013446477,0.069826487,0,0
STP,Sao Tome and Principe,2020,0.218011,0.2,1,0.316452026,0.44245022,0.141903153,0.146500005,0.081249642,0,0.222103257,0.042056511,0,0.103042412,0.00671426,9.25E-08,0.003585925,2.94E-08,1.61E-07,0,0
SAU,Saudi Arabia,2020,34.70964,643.5,18.5,731.2197876,907.1249363,556.822464,0,86.72666613,0,510.1458262,8593.532645,0,-41.09375391,526.633365,0.011761138,31.42343974,2.160178105,42.27819068,0,0
SEN,Senegal,2020,17.200154,31.1,1.8,22.05452919,36.99842109,11.99581861,6.0370001,19.14755058,0,30.94589994,13.95944999,0,2.863399902,0.654886464,1.74E-05,0.382172207,2.20E-06,2.51E-05,0,0
SRB,Serbia,2020,8.703942,73.6,8.5,47.40079117,86.27943835,50.34055869,-33.03599962,23.26936674,0,67.5479759,458.4154046,0,0,17.09682544,0.000534435,4.770227977,0.000617236,0.008347543,0,0
SYC,Seychelles,2020,0.096112,0.6,6.7,1.516722679,2.947590576,0.587605054,0,0.056236488,0,0.436665973,10.02838165,0,0,1.151650089,1.83E-05,0.090034623,0.002601037,0.020871915,0,0
SLE,Sierra Leone,2020,8.046931,8.8,1.1,4.321474552,9.847590798,1.725836933,5.968999902,7.09967502,0,8.821909686,0.233654341,0,0.906841003,0.01405913,3.18E-07,0.016309332,1.21E-10,1.44E-09,0,0
SGP,Singapore,2020,5.935053,83.7,14.1,326.9050903,404.6288974,78.83910306,0.054649994,4.8186028,0,44.36420034,1178.979757,0,277.370875,291.1748543,0.003464205,5.78811868,2.155658797,32.06373657,0,0
SVK,Slovakia,2020,5.4514,44.3,8.1,120.5737839,151.6077122,36.2704436,-7.386997064,7.999131282,0,28.13045131,797.2136946,0,7.692708008,88.10491354,0.001422862,5.397659498,0.17047886,0.749850802,0,0
SVN,Slovenia,2020,2.082054875,17.5,8.4,55.94554138,61.21055695,13.97377284,-5.39845407,3.4766168,0,9.830658941,375.2681515,0,6.7044375,41.70934813,0.000671773,2.050627798,0.17082602,0.86757164,0,1.934376667
SLB,Solomon Islands,2020,0.647297,0.4,0.6,0.993780315,1.230058035,0.220510816,1.795000037,0.165853637,0,0.3834959,0.124305778,0,0.204260635,0.017409441,2.53E-07,0.008505948,1.30E-07,3.99E-07,0,0
SOM,Somalia,2020,16.105174,31.9,2,3.478256226,10.43476868,0.703779762,14.29999948,31.16193899,0,31.84675041,1.873294765,0,0.38699295,0.009338831,1.67E-06,0.011894548,5.67E-10,3.93E-08,0,0
ZAF,South Africa,2020,58.721232,526.8,9,439.5050659,572.7533644,452.3849309,2.064999998,74.43362427,0,443.1924162,6503.476424,0,-130.8047969,217.792303,0.00737267,22.12340373,0.677408918,23.33557137,0,0
SSD,South Sudan,2020,13.610007,59.2,4.3,7.347420216,9.664579365,1.509205331,14.26799933,57.68892479,,58.9046066,30.25751204,0,0,0.016787609,2.59E-05,0.009958632,7.32E-08,4.84E-06,0,0
ESP,Spain,2020,46.45922,350.3,7.5,1607.651123,1443.238739,282.6001256,-40.69553598,67.74161911,0,160.4382424,7555.553235,0,64.72109375,1220.32564,0.016742324,45.87254238,8.130712254,35.95617967,0,21.38354775
LKA,Sri Lanka,2020,21.084042,31.6,1.5,96.3555603,184.7076644,17.92070675,4.163999875,13.6506505,0,26.93384379,148.0828975,0,13.39270215,33.46594495,0.000408854,9.164542747,0.003604269,0.013153136,0,0
SDN,Sudan,2020,43.541204,130.3,3,87.84849548,115.5533142,17.17747641,197.4999987,113.1516291,0,128.3458856,139.4940413,0,14.71783008,6.647905691,0.000174845,2.217752002,0.000712517,0.012149564,0,0
SUR,Suriname,2020,0.577752,3,5.1,4.730971813,4.095117028,1.867420197,4.631000042,1.089437723,0,2.726315495,14.39381206,0,0.063385288,0.956109555,2.03E-05,0.202616506,0.000150442,0.00078184,0,0
SWZ,Swaziland,2020,1.439295,3.2,2.2,5.285554409,7.895122238,1.161645234,0.300399989,2.017372847,0,2.835787521,21.13030334,0,0.845796265,1.453550606,3.03E-05,0.30230381,0.001011509,0.010431676,0,0
SWE,Sweden,2020,10.121686,55.1,5.4,615.5568848,422.0260464,44.26978207,-42.22974555,10.84648848,0,-7.232077324,1445.196675,0,45.55127344,504.8329417,0.005496772,10.12127731,6.125757296,14.01478787,0,0
CHE,Switzerland,2020,8.670535,47.6,5.5,679.053833,377.2715753,38.05551052,-1.211007893,9.525399605,0,-17.78209518,1189.066497,0,66.92989063,562.0446691,0.005762551,8.651369131,6.047622381,19.72160114,0,2.555416218
SYR,Syria,2020,18.924442,89.9,4.7,86.1558609,141.1982558,68.94458326,-1.724000017,20.90800524,0,84.46793468,312.0598852,0,-3.621453369,24.75908382,0.000474723,6.676285686,0.002987648,0.034286335,0,0
TWN,Taiwan,2020,23.817904,287.8,12.1,535.7024536,535.7024536,258.6134084,0,29.16539574,0,214.7663473,3990.901066,0,22.03180078,359.9088977,0.006436944,22.10201537,1.309871032,12.01930843,0,0
TJK,Tajikistan,2020,9.475246,11,1.2,9.943174362,23.52058817,2.77414151,0,8.176634391,0,10.8667176,7.259134713,0,-5.270271484,0.146267007,7.41E-06,0.166362951,1.99E-10,1.07E-09,0,0
TZA,Tanzania,2020,62.774616,96.9,1.5,60.67709351,148.92524,15.2712032,225.5999947,81.67772611,0,96.63737728,19.74262746,0,7.392762207,1.262792525,2.75E-05,1.291345451,2.00E-08,1.85E-07,0,0
THA,Thailand,2020,69.410864,382,5.5,464.8787842,773.1273281,278.909317,7.365699768,103.1333154,0,334.9134026,2816.0729,0,-33.39796875,208.1751532,0.00415502,37.85698408,0.106760374,1.238642622,0,0
TLS,Timor-Leste,2020,1.3814,1.6,1.2,1.469882846,4.409648538,0.4325121,6.766999841,1.162213574,0,1.574935993,1.069502681,0,-0.084315506,0.098780353,1.74E-06,0.088307546,1.84E-08,1.43E-07,0,0
TGO,Togo,2020,8.384291,10.4,1.2,5.224280357,8.8765599,4.681121508,6.534999887,5.750552257,0,10.43123693,0.02812283,0,1.349462036,0.001726154,3.85E-08,0.002133732,5.62E-13,4.92E-12,0,0
TON,Tonga,2020,0.111037,0.3,2.3,0.45495519,0.538009246,0.129402004,0,0.126641713,0,0.242373715,0.726460997,0,0.309847656,0.069472851,1.21E-06,0.018715177,1.01E-05,6.00E-05,0,0
TTO,Trinidad and Tobago,2020,1.377729,87.8,63.7,22.73441887,33.60569182,61.8851757,-0.081599999,25.8958753,0,75.00232804,1162.628611,0,2.174113037,16.29139342,0.001126601,1.080899706,0.068075769,7.763431796,0,0
TUN,Tunisia,2020,11.903136,44.8,3.8,55.28766251,112.9376402,30.98450057,-0.40069999,13.85574603,0,40.06527498,286.2484602,0,-0.058980442,20.99765149,0.000420972,5.643059736,0.002481366,0.023030054,0,0
TUR,Turkey,2020,83.835752,521.9,6.2,1308.014282,1632.987365,425.867953,-49.79605707,96.06713104,0,388.3874559,5431.631367,0,30.08803711,846.2812056,0.011773862,63.71536711,3.010011313,28.56774552,0,0
TKM,Turkmenistan,2020,6.031195,119.4,19.8,49.4364357,92.49163703,64.53937721,0.0003828,54.90225029,0,111.5370466,563.5028333,0,-3.042983643,25.74040983,0.000696886,5.399375397,0.000177798,0.002576169,0,0
TUV,Tuvalu,2020,0.011499,0,1.8,0.041688535,0.083377071,0.010944418,-0.0015848,0.009798313,0,0.018424686,0.125379053,0,0.024565617,0.01156009,2.04E-07,0.003893214,5.33E-07,2.70E-06,0,0
UGA,Uganda,2020,47.187704,52.4,1.1,33.92992401,75.27017584,6.394294977,25.91999976,45.97019132,0,52.12821291,16.11004465,0,2.558845459,0.843195954,2.08E-05,0.608171129,1.95E-06,2.66E-05,0,0
UKR,Ukraine,2020,43.579236,339.9,7.8,140.2577515,284.3311134,232.9708138,-30.54551506,106.969759,0,309.5112893,2806.555532,0,-41.76810938,34.9652432,0.002682715,12.48195898,0.001496755,0.037458684,0,0
ARE,United Arab Emirates,2020,9.81317,342.3,34.9,422.0124207,451.0690493,287.6852366,-0.213000004,54.63677629,0,263.1082076,4697.991928,0,-10.64524512,353.4384401,0.006983669,9.62626183,2.776866601,81.31570247,0,0
GBR,United Kingdom,2020,67.590904,509.1,7.5,2937.631836,2636.348888,413.9564056,-15.21228377,95.11585999,0,134.1089989,15278.70062,0,183.0233438,2373.271933,0.033057613,67.21079894,20.10136962,90.8008119,0,0
USA,United States,2020,335.466848,6718.6,20,18631.31641,16853.49171,5525.992065,-743.0138346,1192.642415,0,3567.588204,168780.6524,0,766.1681875,15880.68535,0.277803392,321.6012997,125.9350035,2509.335495,0,594.7198094
URY,Uruguay,2020,3.494387,44.5,12.7,54.72910309,60.14082407,7.50831612,-14.89999978,36.970644,0,36.27443823,522.4526723,0,4.15156543,32.99892701,0.000723329,2.581769795,0.111851658,1.957669712,0,0
UZB,Uzbekistan,2020,33.235824,284.7,8.6,78.8739624,157.7133424,142.5382118,-8.849000216,142.1555773,0,280.5896353,311.7693935,0,-22.8685,11.43368837,0.000361832,5.352952656,0.000106973,0.003381788,0,0
VUT,Vanuatu,2020,0.293934,0.7,2.5,0.90027976,1.250062894,0.143004278,-0.019800001,0.601014212,0,0.71655541,1.764344719,0,0.298187225,0.108894697,2.42E-06,0.037631173,5.18E-06,4.13E-05,0,0
VEN,Venezuela,2020,33.17239,196.2,5.9,263.8886108,212.015922,112.84526,35.06039842,83.36885134,0,159.4087428,3036.932572,0,-19.84303906,78.28291309,0.003244845,8.789950483,0.211595804,3.11963447,0,0
VNM,Vietnam,2020,98.360152,395.7,4,209.1399536,491.1258919,226.3643964,-12.04400023,169.3558591,0,390.5201954,294.6775924,0,23.83833008,24.58287811,0.000458449,16.55658588,4.90E-06,5.77E-05,0,0
YEM,Yemen,2020,30.245304,49.6,1.6,24.29384995,44.6158825,30.91599814,0,18.63820934,0,49.43251823,11.437466,0,-1.984467285,0.118315396,1.07E-05,0.109151823,4.81E-09,5.77E-08,0,0
ZMB,Zambia,2020,18.679274,39,2.1,32.00840378,35.80162838,5.001073996,350.6999995,33.99037234,0,38.19983845,61.60257521,0,4.095944336,2.057559879,6.98E-05,0.548951054,0.000707714,0.012065835,0,0
ZWE,Zimbabwe,2020,17.680464,29.2,1.7,15.37014198,46.11042595,12.45557777,36.89999803,16.76653353,0,25.72221544,311.80607,0,-1.628523315,5.128054516,0.000308559,1.282016892,0.006555806,0.402767049,0,0
WORLD,World,2020,7786.429762,51135.9,6.6,87130.81904,98242.81845,38028.72382,2773.262769,13107.16897,0,39793.17212,587848.9546,0,4.52E-05,59147.9014,1,3049.664928,412.6040377,5716.813981,0,1061.38455
